2025-01-17 16:04:57,777 Load: ./mats/VGON_nqd7_L3_20250117_122410.mat, 1000/1000
2025-01-17 16:04:57,777 PyTorch Device: cuda
2025-01-17 16:04:57,778 Number of layers: 3
2025-01-17 16:04:57,778 Number of qudits: 7
2025-01-17 16:04:57,778 Number of qubits: 14
2025-01-17 16:04:57,778 Coefficient phase: 0.49π
2025-01-17 16:04:58,141 Ground State Energy: 5.8611
2025-01-17 16:18:55,502 Energy: -8.79800517, -8.79929726, -8.80044851, Gap: 5.2369e-02, 240/240, 30/100, 192.55
2025-01-17 16:19:01,927 Energy: -8.79764802, -8.79952744, -8.80068819, Gap: 5.2138e-02, 248/248, 31/100, 198.98
2025-01-17 16:19:08,175 Energy: -8.79858762, -8.79961755, -8.80020865, Gap: 5.2048e-02, 256/256, 32/100, 205.22
2025-01-17 16:19:14,449 Energy: -8.79874088, -8.79963850, -8.80018882, Gap: 5.2027e-02, 264/264, 33/100, 211.50
2025-01-17 16:19:20,839 Energy: -8.79858484, -8.79923432, -8.80003229, Gap: 5.2431e-02, 272/272, 34/100, 217.89
2025-01-17 16:19:27,088 Energy: -8.79791978, -8.79970423, -8.80063692, Gap: 5.1962e-02, 280/280, 35/100, 224.14
2025-01-17 16:19:33,320 Energy: -8.79810423, -8.79937131, -8.80062936, Gap: 5.2294e-02, 288/288, 36/100, 230.37
2025-01-17 16:19:39,767 Energy: -8.79957376, -8.79992062, -8.80018451, Gap: 5.1745e-02, 296/296, 37/100, 236.82
2025-01-17 16:19:46,005 Energy: -8.79874703, -8.79961437, -8.80061772, Gap: 5.2051e-02, 304/304, 38/100, 243.05
2025-01-17 16:19:52,338 Energy: -8.79887576, -8.79989391, -8.80058053, Gap: 5.1772e-02, 312/312, 39/100, 249.39
2025-01-17 16:19:58,758 Energy: -8.79902636, -8.80003394, -8.80045477, Gap: 5.1632e-02, 320/320, 40/100, 255.81
2025-01-17 16:20:05,018 Energy: -8.79867213, -8.79968210, -8.80062425, Gap: 5.1984e-02, 328/328, 41/100, 262.07
2025-01-17 16:20:11,368 Energy: -8.79900731, -8.79983729, -8.80062530, Gap: 5.1828e-02, 336/336, 42/100, 268.42
2025-01-17 16:20:17,731 Energy: -8.79780589, -8.79962780, -8.80034944, Gap: 5.2038e-02, 344/344, 43/100, 274.78
2025-01-17 16:20:24,222 Energy: -8.79865447, -8.79948733, -8.80036703, Gap: 5.2178e-02, 352/352, 44/100, 281.27
2025-01-17 16:20:30,572 Energy: -8.79768717, -8.79918448, -8.80050842, Gap: 5.2481e-02, 360/360, 45/100, 287.62
2025-01-17 16:20:37,013 Energy: -8.79870943, -8.79937544, -8.80041499, Gap: 5.2290e-02, 368/368, 46/100, 294.06
2025-01-17 16:20:43,455 Energy: -8.79863461, -8.79970391, -8.80060618, Gap: 5.1962e-02, 376/376, 47/100, 300.50
